Machine ID,Timestamp,Temperature,Vibration,Pressure,Humidity,Voltage,Current,RPM,Operating Hours,Maintenance History,Error Code,Failure,Hour,DayOfWeek,ElapsedDays
M017,2024-03-25 06:00:00,86.56000655238822,0.29734531878498605,101.37191338743622,38.031629671051824,226.40771916191898,57.716010885588005,1330.5829151722328,515.7199238203802,Minor,E00,0,6,0,84
M015,2024-03-25 07:00:00,67.09794809554752,0.23444349160934916,115.56377558491675,53.47981180247658,220.30957374040497,44.38682588979175,1555.084592012051,1264.127667435824,Minor,E01,1,7,0,84
M002,2024-03-25 08:00:00,73.78759906181048,0.3957559721909948,104.48593920049936,,220.44708706169112,67.45678580216975,1578.9565541301197,1005.2597175893862,Minor,E01,1,8,0,84
M012,2024-03-25 09:00:00,67.49868557854721,0.2773194934757436,111.40324737849983,34.35797436764286,,65.98846312854837,1597.4868991050698,1264.6625984508075,Major,E02,0,9,0,84
M016,2024-03-25 10:00:00,82.71372449172783,0.361806736634329,98.32961434861663,57.49387248036099,218.44492620030806,53.44303216405608,1671.5747821418547,,Major,E02,1,10,0,84
M024,2024-03-25 11:00:00,77.32095797279523,0.4293951921116093,102.76402439592258,46.30268582309921,202.50572468081566,59.402093704754805,1614.4710510731745,1515.7606377519185,None,E03,1,11,0,84
M014,2024-03-25 12:00:00,67.92990072695314,0.3029588150003704,109.74914871215165,27.550566056360463,232.2421076233033,47.58490566353709,1427.6368165475292,1430.4298530630856,Minor,E00,1,12,0,84
M009,2024-03-25 13:00:00,75.07556996058737,0.3312327414882925,107.23967958867239,,229.41962913303058,,1453.1759120482823,,None,E00,1,13,0,84
M014,2024-03-25 14:00:00,73.54617432765933,0.2587643373058789,104.24794622547655,40.12078521307866,206.58650566054075,56.36632414051557,1600.650959166494,1365.7898350031492,Major,E00,1,14,0,84
M005,2024-03-25 15:00:00,68.90025142815156,0.32281500237341615,97.37652133769818,28.163839925262415,227.11990331895555,42.645519296000295,1546.7649565403722,,Critical,E00,1,15,0,84
M003,2024-03-25 16:00:00,76.54898530336904,0.5301816537691361,98.72978804954623,,219.93828313694456,60.48176115347397,1497.860893757054,1421.9743324273593,Minor,E02,0,16,0,84
M017,2024-03-25 17:00:00,74.33583234662646,0.4044553214877309,109.10129561282685,55.8409715643889,218.40763088547465,58.38286510709497,1395.03351660422,1122.6526094754756,None,E00,0,17,0,84
M025,2024-03-25 18:00:00,73.29419228331571,0.3314688706774476,110.76728998985712,34.680983206661146,223.9427320685126,51.881781204302555,1436.3139058371403,871.0977404467507,None,,0,18,0,84
M022,2024-03-25 19:00:00,71.74848173254603,0.3071818374672799,95.25709816576261,30.073862744417987,206.05770248530305,51.43436706162691,1569.9371292860847,1526.0007021590468,None,E01,0,19,0,84
M015,2024-03-25 20:00:00,74.58632695559791,0.3470156623040496,94.04992820516024,52.6728339646319,219.91000654249763,57.914307868396975,,307.37834098605373,Minor,E00,1,20,0,84
M002,2024-03-25 21:00:00,73.37632596895476,0.35910355265355476,92.76692969383826,,,52.196512184770654,1219.2036655301847,982.1502883185003,Major,E00,1,21,0,84
M025,2024-03-25 22:00:00,72.35455999815011,0.32066512049979695,106.63760492584125,35.554764016864446,220.64359171652947,46.764306181606244,1583.2052869015006,1445.3281568455507,,E01,1,22,0,84
M012,2024-03-25 23:00:00,68.15390450407462,0.38710414370397905,92.56419982349985,55.951687915271734,209.06008481302177,37.88394220805391,1435.9823590122185,1689.833870085257,Critical,E02,1,23,0,84
M008,2024-03-26 00:00:00,82.16259744457496,0.28325867569577134,106.54082724817398,,223.57532771500536,57.67119783533808,1556.2244740933581,1388.681198546181,None,E00,0,0,1,85
M023,2024-03-26 01:00:00,65.69748033990872,0.2829128627511012,104.3655227449681,61.15995925165316,228.4785199684967,52.931512002996186,1689.2006715455702,931.1652402349322,None,E01,0,1,1,85
M019,2024-03-26 02:00:00,74.56581731327847,0.3759136819935143,95.63926524507376,59.29268514236347,223.25865171269282,72.04528061551079,1378.4321042938006,1179.6270495661074,Minor,E00,1,2,1,85
M019,2024-03-26 03:00:00,70.0785555461914,0.26819507725049213,112.51087451081013,48.76954946559036,218.1664967105738,49.232710748010504,1299.6488182036048,1316.5098172085654,None,E00,1,3,1,85
M007,2024-03-26 04:00:00,82.5572836166958,0.40103120770037776,88.30192873519019,39.67538153365293,241.5123248233548,52.416288424672324,1466.8322820339342,1824.2137603305537,None,E00,0,4,1,85
M025,2024-03-26 05:00:00,66.57910477665696,0.3490003571322146,113.27626079806848,44.32936736523893,212.6034017152645,52.604028457432506,1417.8239870707505,1568.2391974838974,None,E00,0,5,1,85
M012,2024-03-26 06:00:00,67.588420429438,0.22204635468979503,102.55108691396397,,226.18761040376603,55.20605086412003,,1571.1718065544958,Minor,E02,1,6,1,85
M014,2024-03-26 07:00:00,66.18109162042904,0.35766493878926625,83.41226914673047,29.9098564961412,221.94618964544551,,1564.5639093196564,1226.1677139509209,None,E01,1,7,1,85
M019,2024-03-26 08:00:00,73.94079030570366,0.23203973627877034,112.7350370865729,,236.09850359738752,49.382277977773505,1539.2033129892116,771.6054740333608,,E00,1,8,1,85
M017,2024-03-26 09:00:00,63.76169604258815,,107.77770003375991,27.866998284208986,223.09399852731767,56.62127535102716,1505.550220891103,637.5834656290613,Major,E00,1,9,1,85
M005,2024-03-26 10:00:00,69.1288290314534,,96.5743065326957,47.822239467496956,224.8092419599605,47.3378925726446,1626.9790441589832,1079.493624420212,Major,E00,0,10,1,85
M008,2024-03-26 11:00:00,59.08580506287429,0.4795758951554774,92.28223547806883,45.99664706874644,224.04573585251407,56.3215099502898,1580.4839533811694,1479.772266220591,None,E03,1,11,1,85
M010,2024-03-26 12:00:00,73.44252812476854,,87.44746604929291,37.16749601437664,211.5334197691381,,1478.2320715424726,999.2455700249059,None,E02,1,12,1,85
M024,2024-03-26 13:00:00,68.99871084746242,0.2757515245637722,119.32356929448312,54.84599046455689,213.04895637300905,53.21496854043942,1576.2298353965748,1428.8698612337566,Minor,E02,0,13,1,85
M018,2024-03-26 14:00:00,,0.20854820953110076,92.61294500670525,32.4647956088603,217.79465698695455,59.20909130866248,1314.5262796574455,882.1258293366632,None,E00,1,14,1,85
M010,2024-03-26 15:00:00,78.51365641784435,,,36.72198311787312,227.65906253983363,48.18115523958828,1627.6498289812541,943.8316451775878,Minor,E02,1,15,1,85
M019,2024-03-26 16:00:00,64.15399860969036,0.264511897801874,102.1433529948012,54.36631781895007,221.86477390953027,38.38519031397401,,1763.2039620595517,None,E01,1,16,1,85
M019,2024-03-26 17:00:00,76.78166214016929,0.47780166608139657,86.89685226591108,56.14578936151365,218.34612090648088,47.86928055711219,1355.9184603362244,,Minor,E00,0,17,1,85
M010,2024-03-26 18:00:00,67.79375505607317,0.3492779738503894,92.14761281244355,35.45128556749388,230.97759840892266,43.39555855129914,,1077.4045112344324,,,0,18,1,85
M011,2024-03-26 19:00:00,81.60942826737255,0.41533931629282167,107.95975355328375,47.78451125691888,204.14056191350315,32.99411158783037,1624.5048471439131,867.7795650593101,Minor,E00,0,19,1,85
M023,2024-03-26 20:00:00,,0.33004783612145894,103.71368475855503,35.65431311065162,209.63343895871168,49.146546982619434,1407.8808851220654,1579.5659656781359,Major,E00,1,20,1,85
M015,2024-03-26 21:00:00,65.95171277475583,0.3374232758203548,96.90904032208495,42.63192559707235,200.0272016394956,51.59224527239581,1549.2717565615428,1550.5840923964001,None,E00,1,21,1,85
M004,2024-03-26 22:00:00,,0.3477161084243764,100.14645338345103,46.726048729818764,229.6664840392805,58.16609074246918,1605.4532362692994,1455.6789242315676,None,E00,0,22,1,85
M018,2024-03-26 23:00:00,75.63315123134586,0.4274577523014712,96.46023575839997,51.724394385791214,219.22619084341562,40.88551634995209,1502.9325661405987,1128.8686136468723,Minor,E01,0,23,1,85
M015,2024-03-27 00:00:00,70.425731215739,0.37181373289722186,99.50401752504769,48.81070816191731,227.73033422954234,50.708208196174766,1396.2488233202257,,Major,E00,1,0,2,86
M013,2024-03-27 01:00:00,70.98394495787181,0.2759866309566334,93.90550893952278,,219.125933335741,59.0247306564034,1492.3316236736462,1194.0656230195477,None,E00,0,1,2,86
M019,2024-03-27 02:00:00,,0.4635759896660492,95.35808544378058,32.05801995471594,228.1854693482157,,1330.8729011967835,1763.0399488877101,Major,E01,0,2,2,86
M023,2024-03-27 03:00:00,67.50786675978026,0.3295029150709581,95.11457489963654,49.65931967168997,218.98598147060747,54.289774074242594,1441.36133170666,836.3844500397712,None,E00,1,3,2,86
M009,2024-03-27 04:00:00,72.54776263305273,0.3181135913286346,94.19311318515396,51.61278421435559,223.27929140078308,,1367.1324887222956,1218.9813708850431,,E00,0,4,2,86
M011,2024-03-27 05:00:00,77.72776676191384,0.15193462884256753,108.35128797133186,53.26721436104559,,35.10068578733745,,1854.316831781058,Minor,E03,1,5,2,86
M005,2024-03-27 06:00:00,76.8547049303136,0.3944079713812936,106.16093913610442,36.365757846349354,222.70165831910373,,1347.6824740692552,1078.30683248803,None,E00,0,6,2,86
M017,2024-03-27 07:00:00,71.04232399487597,0.3570708847763318,92.54109385287241,55.987027399003296,233.47789776166272,,1510.0102941089835,1149.0071823007986,Minor,E00,1,7,2,86
M011,2024-03-27 08:00:00,70.26656471488405,0.3569947959621331,90.44484965965944,29.193181658678096,207.00460389407465,47.19429727586199,1635.9444140486255,659.838997555015,None,,1,8,2,86
M009,2024-03-27 09:00:00,61.56710722487441,0.32180227302224274,98.74178685495507,39.83018215147141,219.45293315301822,61.0940797697703,1643.479784507477,1449.2802548196948,Minor,E00,1,9,2,86
M018,2024-03-27 10:00:00,65.66253004400883,0.3097347511907052,117.24230078631638,41.69377101247003,221.58389771342422,55.073774278364695,1350.546848487047,903.7608163325924,None,E00,0,10,2,86
M011,2024-03-27 11:00:00,73.9101553594484,0.3241293701218699,91.77835837042761,29.85109124996041,220.38629611224252,64.15485732090285,1420.0683167529983,578.158609723007,None,E02,1,11,2,86
M012,2024-03-27 12:00:00,71.17270686634659,0.38242126097890955,98.71020488236768,41.51146786194235,216.8169182355729,54.65971859908175,1602.3318323185551,818.5765558027076,None,E02,0,12,2,86
M012,2024-03-27 13:00:00,72.44956247139736,0.39473824411233455,100.70976330974129,47.65777097213761,215.72226972471833,64.82030961845292,,,Major,E00,1,13,2,86
M007,2024-03-27 14:00:00,78.23552165780437,0.3338277888137781,99.1308626076388,23.090733817999972,232.2401172432873,52.40000022905538,1426.1758444302145,567.9579619809311,Major,E00,0,14,2,86
M004,2024-03-27 15:00:00,64.87606134562635,0.41642562460217314,96.3343210062441,40.263739394749855,219.43423129159228,39.05763492769466,1441.6236503198954,645.6738659546552,None,E00,1,15,2,86
M021,2024-03-27 16:00:00,,0.3444718073287765,109.24063977758843,24.019188812840113,239.503572271179,44.9519969582378,1509.871770632147,1423.7136610407802,Critical,E01,1,16,2,86
M003,2024-03-27 17:00:00,73.1322657804673,0.3147041507313441,103.63566898354763,69.49846541180334,224.2261998909988,58.1469077212601,1280.0048939351868,1171.0462579769248,None,E02,1,17,2,86
M009,2024-03-27 18:00:00,67.7750403745529,0.36388909024351546,106.7664425899606,47.549894603207804,217.68275547379451,57.989517098437304,,834.4042488847448,Major,,1,18,2,86
M017,2024-03-27 19:00:00,80.5888626835645,0.2548429507054297,104.71503959733064,46.509951405972096,224.42143072371707,47.515188402305796,,1071.4930811049196,Critical,E02,1,19,2,86
M004,2024-03-27 20:00:00,77.45152080967888,0.3662902816355474,107.15158657444789,47.78488093990969,220.8714629635017,64.4344065204753,1453.306594130522,1895.2682320560841,Minor,E00,1,20,2,86
M017,2024-03-27 21:00:00,73.74079996253253,0.24204725261315396,112.6752466637925,52.25424756720999,230.7359941355151,47.168258896900554,,1712.6926931740654,None,E01,1,21,2,86
M019,2024-03-27 22:00:00,82.76539067597152,0.2780591128011365,110.64835173430667,56.737858198014344,210.65822144487615,53.695815934908964,1669.5136347599343,1157.0265948304655,Critical,E00,1,22,2,86
M017,2024-03-27 23:00:00,63.00662832233915,0.20869160152983626,118.59843167676732,26.237352854224042,,53.474266001109484,1526.3315058349124,1526.472910701345,Minor,E01,0,23,2,86
M008,2024-03-28 00:00:00,71.9536423133659,,109.73873025125754,60.722131169121084,222.88784808386666,39.356238454435875,1585.0751544726047,1248.4012353836008,None,E01,1,0,3,87
M001,2024-03-28 01:00:00,74.19802181360437,0.4626743591616366,94.64442578777995,59.94990352820705,226.68556718448752,49.11606461707497,1341.464086562791,490.32229059473343,Major,E01,1,1,3,87
M023,2024-03-28 02:00:00,66.51266971923647,0.34180463372429953,106.77849633444663,44.20384066970949,222.28724359694343,69.04263660853395,1341.902224421523,418.73759498846033,Minor,E02,0,2,3,87
M009,2024-03-28 03:00:00,73.80428725090637,0.3950509765603189,105.68348143187676,43.5752557118016,225.37980143175272,42.621864884650954,1549.6945449168743,836.2668865013155,Minor,E00,0,3,3,87
M021,2024-03-28 04:00:00,65.36050503727273,,115.3623592418575,20.0,224.203494901762,55.00126061827323,1623.3077890243683,569.6987290992731,Minor,E00,1,4,3,87
M005,2024-03-28 05:00:00,76.14334390964552,0.37828390936840667,92.26273186658969,30.072106053580935,208.15679843736262,40.76493949897753,1364.4914103342592,1308.6267328723718,Critical,,1,5,3,87
M005,2024-03-28 06:00:00,78.34700860877344,0.2964351568788384,104.46360865114349,51.226191315157884,222.24991763045213,42.538486598890216,1487.7837333057182,980.0241862788608,Minor,E01,1,6,3,87
M020,2024-03-28 07:00:00,73.63400040676997,0.3060701978084914,94.55143724186433,59.4074095957187,230.53424530857146,38.685698103153356,1309.5332577688037,1370.1316179998519,Major,E03,1,7,3,87
M024,2024-03-28 08:00:00,,0.35004607457561043,104.10036083280107,53.746043065401565,221.37413563849051,57.52856779063964,1415.8127012445723,1376.278404536872,None,E02,0,8,3,87
M022,2024-03-28 09:00:00,66.1992388730038,0.30569737483173526,98.28202668320225,44.091419210660526,209.52033444036147,,1469.1571281581964,1476.0109830612605,Minor,E00,1,9,3,87
M019,2024-03-28 10:00:00,75.38826001927896,0.31093391001305976,103.83575043352711,68.11047240682133,217.32914305524122,60.1399531653208,1558.6566287190549,827.7516268735269,Minor,E00,0,10,3,87
M007,2024-03-28 11:00:00,72.1271918610742,,88.71729451134861,57.06210667640566,,45.749438964479474,1247.3069210096428,1406.2686833753005,None,E01,0,11,3,87
M023,2024-03-28 12:00:00,55.83598429384507,0.4218309396540548,106.34581185244718,,234.3650422623844,51.023994087620586,,817.815049494931,None,E00,1,12,3,87
M017,2024-03-28 13:00:00,79.45698230320944,0.2347175262565935,101.6484761214888,71.18532782344096,204.34923135058182,53.29104661575111,1479.5341112570816,1484.5359726108736,None,E00,1,13,3,87
M005,2024-03-28 14:00:00,72.819939037523,0.2927281337469846,101.21754305417524,31.845993183520793,222.88985695281715,37.06498941652188,1655.326490053006,,None,E00,0,14,3,87
M004,2024-03-28 15:00:00,67.08555201599972,0.31751969291606247,115.60182639877864,27.337917353550523,212.54233954695906,51.62919400208059,1583.8436837629515,1489.261429515885,,E00,1,15,3,87
M022,2024-03-28 16:00:00,77.96973358539998,0.3919362262315676,96.94013281385742,39.946735354512924,224.06181677071,52.799182273495084,1602.2760385238962,1129.168982818047,None,E02,0,16,3,87
M007,2024-03-28 17:00:00,67.93475992255861,0.43001529119539594,102.73812339817586,35.89631786375298,,59.12013589844214,1742.4355535002492,1426.7073014225216,Major,E00,1,17,3,87
M020,2024-03-28 18:00:00,67.86928729437471,0.5391377553991719,100.80216559231404,40.62082062615721,218.13482226696482,42.323972884801286,1406.2062485703025,586.6920253039721,Major,E02,1,18,3,87
M004,2024-03-28 19:00:00,74.15011590608422,0.31740286926021366,101.58431328192586,54.577088356813384,225.0527936183304,43.46382522026816,1516.2532086983285,496.5177475444056,Minor,E02,0,19,3,87
M008,2024-03-28 20:00:00,82.68623075545376,0.3208989899960579,117.77443123714224,44.592245140743856,229.11916573187372,,,1386.7184330749662,Major,E02,1,20,3,87
M008,2024-03-28 21:00:00,81.74152306783732,0.39119990109464,100.51045673930999,,218.68342635661156,61.29913580173135,1487.734887060724,1723.093776339132,Minor,E02,1,21,3,87
M008,2024-03-28 22:00:00,74.15826899342464,0.3022448296731598,95.4617616040939,45.70577779450685,209.30271786268014,45.25997995204693,1586.4113574960104,,Critical,,1,22,3,87
M017,2024-03-28 23:00:00,74.77431395310192,0.3401326696956638,114.96722236357778,20.0,231.40458256862192,40.11837075317667,1635.2803545269746,1206.0738419607123,Major,E00,0,23,3,87
M023,2024-03-29 00:00:00,,0.3209473323851518,97.5384898764883,26.816873904983193,226.6295588723278,,1454.1288448904186,1375.545420671929,None,E01,1,0,4,88
M023,2024-03-29 01:00:00,64.45809794778391,0.16648422546670744,87.15857482232755,40.37626481484694,224.51005145316515,41.89341593893875,1355.425636485924,,Major,E00,0,1,4,88
M019,2024-03-29 02:00:00,75.8648900229119,0.3586263261106082,94.07325034856919,34.88485438382715,214.47226680704998,53.182248794824886,,1064.246906990025,Minor,E00,1,2,4,88
M006,2024-03-29 03:00:00,67.59555919113883,0.3372347328488047,90.02730004765715,42.218550154246586,227.8834869943529,41.361321787117014,1397.7398444089656,1445.2973139380802,Major,E03,1,3,4,88
M025,2024-03-29 04:00:00,73.91086840077948,0.43898617351798297,85.6002762694844,61.84954055529708,236.3394051463075,57.78323768802622,,1243.2745693964162,None,E01,1,4,4,88
M014,2024-03-29 05:00:00,70.63519423435598,0.3503843285275448,97.09587996505492,44.10660603128163,219.02951735800994,,1580.6079240381205,1245.022889062859,Minor,E00,1,5,4,88
M014,2024-03-29 06:00:00,75.0072499626853,0.26216767651800793,99.43827227781254,29.133981387324173,220.75594159832409,58.032799532875096,1558.2755582681853,,Major,E01,0,6,4,88
M018,2024-03-29 07:00:00,72.70862079003876,0.33193307889143336,109.44422332103125,35.48280255282392,211.47847477042905,30.613531052017635,1600.1042789796247,1187.5402598699268,Critical,E02,1,7,4,88
M020,2024-03-29 08:00:00,53.5618183750722,0.203624200980436,105.03521289649652,65.52691090790704,214.24366398759284,35.93479431624972,1459.5337599326494,1040.8346694865124,None,E03,1,8,4,88
M024,2024-03-29 09:00:00,73.07335027023109,0.26523575153602497,104.67067446502934,63.38992765750818,211.40344490893628,60.341380995845725,1621.0768491021572,1062.2472361911748,Minor,E01,1,9,4,88
M015,2024-03-29 10:00:00,75.85291771379558,0.39448541777070983,92.85431995841824,52.150529227786585,221.0465802391724,44.24383215163833,1501.721848975923,983.4383710658713,None,E00,1,10,4,88
M016,2024-03-29 11:00:00,74.67557009003072,0.33268616920324356,107.07946609571292,26.250203151656038,217.27376837820114,38.268937984880786,1465.9013479164012,1189.0879280874299,Major,,1,11,4,88
M019,2024-03-29 12:00:00,71.38448432274852,0.41457557676486456,111.12986269118989,48.681659221249795,222.98240205330134,48.378412747579624,1368.1436894307255,852.688885678612,None,E01,0,12,4,88
M007,2024-03-29 13:00:00,81.85297015158244,0.21231754243853662,103.15656713236928,,212.86479330073988,51.93876597704577,1249.2077666573782,1204.8359109706428,Critical,E00,1,13,4,88
M008,2024-03-29 14:00:00,73.86823877472996,0.3330277021873373,103.3801402903834,45.30648250068288,,48.7358838446089,1312.3286738566526,1053.9873685538969,Minor,E02,0,14,4,88
M016,2024-03-29 15:00:00,74.62603980115864,,89.88246160240017,38.15986733268769,212.37171019966306,53.74411317194249,1525.8554692827984,827.1625158270263,None,E00,0,15,4,88
M002,2024-03-29 16:00:00,78.26695136430341,0.41690940078292443,108.43548646084263,40.64842747356307,221.5005726215824,52.66000148839987,1391.0976106132957,420.5635582342759,None,E03,1,16,4,88
M009,2024-03-29 17:00:00,74.1755579981796,0.3970933937716636,114.24664439009135,37.32342111375513,206.941405600428,52.241210747434565,1302.5683887568077,1578.9863791494308,Minor,E03,1,17,4,88
M018,2024-03-29 18:00:00,,0.3949576505061808,102.5836191923747,31.25911249969171,221.21262646123833,60.7869679054228,1449.6749584496415,1498.5239149425279,Minor,E00,0,18,4,88
M025,2024-03-29 19:00:00,57.36997551732227,0.45789870266588706,95.24514177306013,61.39185402561893,217.77015776970796,49.88655738710021,,878.0583557170559,Minor,E00,1,19,4,88
M013,2024-03-29 20:00:00,69.13727458789151,0.3242339023499403,98.70404115209726,55.587765540356344,221.44771271137992,49.65135797980297,,1472.6672226985127,Minor,E00,1,20,4,88
M010,2024-03-29 21:00:00,76.5656731552867,0.44345565847105034,96.6366342798993,41.580846689000275,206.78186661393667,56.42249191574632,1496.5355794240577,790.0850801401443,Minor,,0,21,4,88
M012,2024-03-29 22:00:00,69.88142201149317,0.27690556943841843,97.11640277471764,,225.23772539148402,54.42127766165163,1492.6966534888886,1077.148358106246,None,E00,1,22,4,88
M018,2024-03-29 23:00:00,76.80707023369038,0.2743385575164014,105.18386450955248,,,,,987.8880868899063,None,E00,0,23,4,88
M014,2024-03-30 00:00:00,72.89236905552164,0.4026922600048837,102.23571289336273,73.11460269691274,221.73690172289488,49.263090023316565,1576.0686925006614,1088.9636344987432,None,E00,0,0,5,89
M001,2024-03-30 01:00:00,79.72839642157311,0.24466814831138387,108.03149284777095,55.47082417098846,205.03940591138232,53.50583278676955,1478.7822505883398,1458.4719779026132,None,E02,1,1,5,89
M014,2024-03-30 02:00:00,70.22869975727603,0.390093593989327,102.96722035822577,55.01723542473726,210.05813379012852,45.305374878117426,1490.840122476548,1039.2503597865687,,E00,1,2,5,89
M011,2024-03-30 03:00:00,74.80568895940613,0.3570919235604928,93.08729620817454,45.45577215683201,216.87876671110607,45.68659635204394,1624.5414306979476,,None,E00,1,3,5,89
M018,2024-03-30 04:00:00,75.03531038721215,0.4250296910058411,,39.78691249907789,,38.86833201160943,,1497.290886262728,Minor,E00,0,4,5,89
M022,2024-03-30 05:00:00,81.00961123578716,0.3458389224531577,95.49727141769715,61.59252303193938,224.21817078744076,26.937765096109157,1477.8161706386031,1224.6831906817952,None,,0,5,5,89
M025,2024-03-30 06:00:00,61.76017616199433,0.3539234262406869,98.50823938705238,52.82726541079421,221.0390003311235,47.007370866279466,1460.7532129406607,963.2848022163619,None,E00,0,6,5,89
M016,2024-03-30 07:00:00,,0.3856485495047434,114.3577095313167,35.045496551347206,212.60553467241118,51.018286382431135,1459.8194286089015,1296.2566938556304,None,E02,0,7,5,89
M010,2024-03-30 08:00:00,77.09109663233102,0.30361453149581547,115.63919673318102,50.44639865207806,211.1498804032101,41.236686502921344,,1597.0647994474828,None,E00,1,8,5,89
M012,2024-03-30 09:00:00,81.27537887867189,0.3005655584756845,106.69280960357268,55.04863306104975,222.2132415277237,61.02297715960878,1631.6275649654892,,None,,0,9,5,89
M005,2024-03-30 10:00:00,73.44042907585248,0.38321006078903935,100.95011037466894,20.0,225.60551438549942,41.626398604828985,1417.8231243682565,670.1486077786515,Major,E00,1,10,5,89
M024,2024-03-30 11:00:00,70.24377501347108,0.3479498533608554,89.10678224396484,33.931358488983996,221.67179281173605,57.300244458288724,,690.182384303209,None,E00,0,11,5,89
M022,2024-03-30 12:00:00,76.54271021204667,0.32148802578870034,101.76006644584066,,233.67645766470184,53.349360307059136,1504.9905954896385,1599.633681236817,Minor,E02,0,12,5,89
M022,2024-03-30 13:00:00,77.2122160513901,0.34420511302116324,93.67994162850357,21.90646435405493,214.54030621411047,67.41068313645908,1667.000046272792,1084.992220378666,Critical,E00,1,13,5,89
M009,2024-03-30 14:00:00,69.84202992799615,0.4616191655486831,113.04417517252736,23.806426009376473,221.43495952619958,,,319.9976241993719,None,E00,0,14,5,89
M009,2024-03-30 15:00:00,73.98184387306527,0.3189887115282075,87.15115448167609,41.754459115268865,206.45460220717678,38.42979148708453,1609.4547740283351,908.0393351284064,Minor,E00,1,15,5,89
M022,2024-03-30 16:00:00,79.08316357447181,0.3169586270702589,103.07587466664094,50.898531109139306,221.68836416533784,58.43493284599961,1428.9506678830683,1024.3832144682033,Major,E02,1,16,5,89
M014,2024-03-30 17:00:00,83.34275395964671,0.23047890427362533,93.00608497879705,51.45340448281342,231.75498570684238,63.580654679717846,1345.7508904403344,1074.9722330957823,None,E00,0,17,5,89
M018,2024-03-30 18:00:00,76.45562975541175,,99.92387851613222,63.988794632297534,211.66792893910508,35.82230184472983,1517.7031206152794,1505.9713734049897,None,,1,18,5,89
M013,2024-03-30 19:00:00,72.26483337999356,0.39598184578682744,105.32854552248845,45.987166654673985,,55.113031262259206,1269.9378028561007,828.3328714322313,Major,E02,1,19,5,89
M012,2024-03-30 20:00:00,,0.40853386809766074,108.17574951025678,40.52816575847374,,,1443.8456478486694,1574.2129549724318,None,E01,1,20,5,89
M016,2024-03-30 21:00:00,75.34437934316173,0.3575752321141373,,29.311684966137022,,48.29737455962295,1357.2680619368734,,None,E02,0,21,5,89
M021,2024-03-30 22:00:00,71.3059629451233,0.4169083501156618,106.08973240145222,40.38446860287557,223.73551755262412,30.6243627077022,1399.240897080678,685.3837054555788,Minor,E00,0,22,5,89
M009,2024-03-30 23:00:00,73.13784299413433,0.4011861281316169,94.70023921110318,53.490351695960726,232.63705395846887,47.63233687609259,1571.4831420695348,1072.210525155706,None,E01,0,23,5,89
M021,2024-03-31 00:00:00,65.65274241281475,0.42790651607845837,101.96430707818577,54.03266644184542,221.84380129823634,45.35144628334084,1563.5959753469347,1397.8668336910223,Major,E01,1,0,6,90
M007,2024-03-31 01:00:00,,0.4189011858834293,108.01765931550293,48.17542808074191,,62.23820690450851,1480.5647923552992,1215.8248751877843,Major,E00,0,1,6,90
M011,2024-03-31 02:00:00,65.15889163710793,0.4598984737275076,102.6567958251199,51.5653792235366,205.80840512465593,49.2912696558544,1538.401026211904,,Major,E01,1,2,6,90
M023,2024-03-31 03:00:00,69.40732943728193,0.3381214783403625,95.76525042901355,60.3166027088951,224.77709221417913,46.701510666133366,1435.1172933354717,965.0335737921599,None,E03,1,3,6,90
M024,2024-03-31 04:00:00,,,97.76766105949254,45.9032621174395,224.13790192415732,45.3079002482842,1791.1993502162018,,Critical,E00,1,4,6,90
M024,2024-03-31 05:00:00,83.94592127933183,0.3964603120579794,108.12524850038352,61.407826053002815,209.39030347231366,52.60598093433252,1536.1004972535889,1040.6152183151246,Minor,E00,1,5,6,90
M008,2024-03-31 06:00:00,69.46390209088604,0.4046387232525943,,36.28023792840785,212.28537076823827,50.454945539985054,1429.161347518824,2218.46626375401,,E00,1,6,6,90
M022,2024-03-31 07:00:00,68.00390511623762,0.45989967753667976,92.44547892794037,44.12050746551411,224.83201441758533,43.680440580242845,1605.0439951119502,672.2192158060654,Major,,1,7,6,90
M024,2024-03-31 08:00:00,68.69509849599724,,104.81271007849388,,217.57830476546422,52.11216499484497,1648.8223317233826,,Major,E01,1,8,6,90
M025,2024-03-31 09:00:00,,0.48618307191051957,96.48685124366563,,228.89550711175445,45.54196053214078,1407.0937305143036,,,E00,0,9,6,90
M001,2024-03-31 10:00:00,55.125918038963874,0.3933897786228573,88.37553442920249,32.82618664090262,222.4858154440436,29.261921730358615,1329.7727720338144,1708.489848221684,Minor,E00,0,10,6,90
M019,2024-03-31 11:00:00,,0.36601674143570395,110.80654933633528,,,55.3441832263943,1353.5455338251543,1530.9762894886044,Minor,,1,11,6,90
M025,2024-03-31 12:00:00,88.38773225495731,0.2530511815071977,91.20319769696074,22.68388211012816,218.6364077342159,54.58547281001759,1419.6052731470056,836.1739265317744,None,E00,0,12,6,90
M020,2024-03-31 13:00:00,75.54529244094982,0.3715667574159856,98.4045598934429,52.13251302683834,222.3414570554761,51.59791300941779,,1439.78858801481,None,E01,0,13,6,90
M006,2024-03-31 14:00:00,65.36409030396467,0.31132476501900774,95.04383485050322,59.961483308705795,,46.46025821926725,1304.504390726375,1001.676103961276,Minor,,0,14,6,90
